transaction_id,account_number,transaction_type,transaction_amount,account_holder_country,purchase_country,credit_card_type,card_balance,card_limit,account_holder_income
959,718362,cash_withdrawal,50.62,USA,USA,amex,1048.93,3797.43,66274.07
960,787409,purchase,2944.4,Mexico,Canada,mastercard,7969.04,9740.15,58906.43
961,661419,purchase,57.16,Mexico,Mexico,amex,1152.58,3052.32,53882.55
962,740053,online_payment,73.77,USA,USA,visa,939.05,4572.05,54652.8
963,960395,cash_withdrawal,1421.71,Canada,UK,amex,6444.33,7351.01,17049.45
964,731172,purchase,10.98,Mexico,Mexico,amex,1058.18,5217.15,50947.9
965,225917,purchase,18.52,Canada,Canada,amex,1317.77,5715.58,51551.78
966,910717,online_payment,36.33,USA,USA,amex,1619.4,4721.21,46900.02
967,399770,cash_withdrawal,26.36,USA,USA,mastercard,1483.02,3513.13,67839.25
968,798168,cash_withdrawal,83.34,Canada,Canada,amex,1223.84,5714.27,68394.19
969,581680,online_payment,46.85,USA,USA,mastercard,1098.0,5568.9,35968.47
970,381342,purchase,1387.44,USA,USA,mastercard,6291.11,8162.77,48313.59
971,639542,online_payment,48.09,Canada,Canada,amex,1378.22,4519.22,44979.58
972,144238,purchase,70.83,Mexico,Mexico,amex,710.33,1518.56,48393.09
973,101252,cash_withdrawal,55.32,USA,USA,amex,829.11,3971.08,63861.45
974,926196,online_payment,82.42,Canada,Canada,amex,1074.24,3073.66,50244.69
975,964141,online_payment,49.91,USA,USA,amex,1006.75,5729.49,45183.01
976,585450,online_payment,106.43,Mexico,Mexico,visa,975.27,3053.49,60307.1
977,415826,cash_withdrawal,2008.05,Mexico,Canada,visa,8396.92,11732.99,35864.53
978,421638,cash_withdrawal,2600.87,Canada,Brazil,visa,5392.54,9100.17,43125.49
979,705605,online_payment,109.7,USA,USA,amex,915.27,3102.36,63932.26
980,427359,purchase,1466.23,USA,India,mastercard,5377.4,6284.06,34971.28
981,702875,online_payment,7.8,USA,USA,mastercard,866.42,1839.85,76789.52
982,106949,cash_withdrawal,30.98,USA,USA,visa,1053.19,2542.07,49983.93
983,863185,cash_withdrawal,69.64,Mexico,Mexico,visa,1327.61,3300.2,39553.24
984,417537,purchase,32.77,USA,USA,visa,933.46,3654.02,42720.33
985,828913,cash_withdrawal,16.7,Canada,Canada,mastercard,1119.47,1621.76,77850.09
986,762301,online_payment,50.81,USA,USA,mastercard,1296.07,3142.71,45896.04
987,650222,purchase,40.82,Mexico,Mexico,visa,976.29,2506.45,51917.28
988,880722,online_payment,1130.42,USA,USA,mastercard,3727.47,7584.31,41617.98
989,555102,purchase,31.8,Mexico,Mexico,visa,893.52,1513.37,81909.46
990,437889,cash_withdrawal,3.86,Mexico,Mexico,amex,1411.23,4198.48,36872.27
991,576467,online_payment,33.14,USA,USA,amex,970.02,1826.88,75601.29
992,456600,cash_withdrawal,1.0,Canada,Canada,visa,883.01,2388.55,34779.33
993,415557,cash_withdrawal,34.0,Mexico,Mexico,mastercard,1063.24,2243.51,69034.94
994,983671,cash_withdrawal,57.21,Canada,Canada,amex,856.16,4674.56,34578.98
995,404462,purchase,1.0,Mexico,Mexico,mastercard,1404.09,4940.52,16718.67
996,350875,online_payment,46.16,USA,USA,visa,1097.99,3152.51,44769.48
997,563389,purchase,15.39,Canada,Canada,mastercard,937.63,5925.05,48531.61
998,170390,purchase,19.19,Mexico,Mexico,mastercard,1045.01,1888.33,35121.44
999,807689,online_payment,68.25,Mexico,Mexico,visa,946.2,5932.3,53026.78
1000,353490,online_payment,40.06,Mexico,Mexico,visa,1304.61,5404.92,18759.26
1001,667376,cash_withdrawal,64.65,Mexico,Mexico,amex,1518.24,6045.44,50979.79
1002,347940,cash_withdrawal,12.54,Mexico,Mexico,mastercard,393.4,4434.75,58164.84
1003,465340,online_payment,43.78,USA,USA,amex,848.2,3431.0,48485.29
1004,533027,cash_withdrawal,21.95,Mexico,Mexico,visa,1047.39,3872.63,37535.96
1005,608041,online_payment,33.01,Mexico,Mexico,mastercard,1087.17,3473.84,66223.71
1006,417623,cash_withdrawal,89.74,USA,USA,visa,857.06,5715.43,39993.71
1007,316464,purchase,76.34,Mexico,Mexico,mastercard,1248.24,3608.37,70292.03
1008,842729,online_payment,68.97,USA,USA,mastercard,1016.72,1566.47,59971.45
1009,610736,cash_withdrawal,701.43,Canada,UK,mastercard,689.99,5252.88,37588.29
1010,906395,online_payment,1855.26,Mexico,India,visa,8110.68,10089.08,26838.21
1011,417267,cash_withdrawal,1.0,Canada,Canada,visa,778.05,4624.41,35341.95
1012,750199,cash_withdrawal,3.47,Canada,Canada,amex,1211.3,2571.36,63173.21
1013,988900,online_payment,44.22,Mexico,Mexico,mastercard,993.2,3526.16,39948.64
1014,323777,purchase,2047.21,USA,USA,visa,6862.2,9805.81,49411.73
1015,959909,purchase,764.06,Mexico,Mexico,amex,3721.29,7161.85,34271.77
1016,900820,online_payment,27.28,USA,USA,amex,875.37,3913.62,51300.45
1017,105569,purchase,70.55,Canada,Canada,visa,1498.58,4792.93,40419.65
1018,694124,purchase,61.36,USA,USA,visa,1417.87,3706.33,87751.88
1019,728861,cash_withdrawal,60.76,USA,USA,amex,871.77,1814.23,48802.12
1020,529802,cash_withdrawal,26.1,Mexico,Mexico,visa,518.28,4624.59,49337.06
1021,358090,cash_withdrawal,66.7,Mexico,Mexico,mastercard,862.05,4574.56,44473.69
1022,767375,purchase,961.95,Canada,China,visa,6594.5,10582.12,14609.45
1023,145002,cash_withdrawal,120.04,USA,USA,mastercard,1228.21,2566.21,46126.71
1024,871954,online_payment,37.73,Mexico,Mexico,amex,805.91,3895.52,45122.61
1025,761614,online_payment,1855.81,Canada,UK,mastercard,2914.97,6346.41,45940.28
1026,779574,cash_withdrawal,2792.77,Mexico,USA,visa,7173.73,11879.29,39443.37
1027,598870,cash_withdrawal,77.63,Canada,Canada,mastercard,1013.35,4701.88,39257.08
1028,311791,online_payment,54.78,Canada,Canada,visa,1103.94,5025.16,37308.01
1029,302846,purchase,21.27,Mexico,Mexico,visa,1309.42,6171.03,54827.53
1030,761450,online_payment,30.47,USA,USA,visa,841.85,4604.96,66698.15
1031,766997,purchase,467.37,USA,USA,mastercard,2526.38,5737.33,29835.02
1032,777775,cash_withdrawal,3094.55,USA,China,visa,3812.63,8357.62,26007.44
1033,124071,purchase,74.4,Canada,Canada,mastercard,1917.91,4040.89,61681.29
1034,682531,online_payment,36.4,Canada,Canada,amex,1048.0,4739.28,58936.58
1035,994647,purchase,44.2,Mexico,Mexico,mastercard,712.0,5085.55,62690.68
1036,272312,cash_withdrawal,606.81,Mexico,Canada,mastercard,3706.69,5945.85,18765.28
1037,357218,cash_withdrawal,29.77,Mexico,Mexico,amex,754.6,2622.46,58613.06
1038,314879,online_payment,40.12,USA,USA,visa,775.65,2204.63,64835.15
1039,463714,purchase,61.44,Canada,Canada,visa,1349.55,2121.4,44168.47
1040,526650,purchase,18.45,Mexico,Mexico,visa,939.74,2682.77,56102.26
1041,431868,purchase,57.11,Mexico,Mexico,amex,530.85,2754.74,46496.33
1042,962129,online_payment,79.71,Mexico,Mexico,mastercard,804.54,3110.07,61698.12
1043,653020,cash_withdrawal,2295.98,USA,Canada,visa,3391.97,7329.98,23407.01
1044,745753,cash_withdrawal,1811.08,Canada,USA,mastercard,6066.04,10847.98,17359.08
1045,517170,purchase,42.99,Canada,Canada,amex,832.38,5793.69,48127.16
1046,157108,purchase,68.79,Canada,Canada,amex,1143.64,6000.44,23636.71
1047,580721,cash_withdrawal,41.7,Mexico,Mexico,amex,1427.87,2490.69,58590.88
1048,211195,cash_withdrawal,21.72,USA,USA,visa,845.98,4557.67,32548.05
1049,989513,purchase,31.66,Mexico,Mexico,visa,733.01,2778.45,45858.02
1050,136668,online_payment,1129.1,USA,Australia,mastercard,6634.97,10862.76,34892.4
1051,385205,cash_withdrawal,1.0,USA,USA,mastercard,1093.24,4692.35,51597.75
1052,441396,online_payment,54.69,Mexico,Mexico,amex,1429.26,5932.35,48956.9
1053,664037,cash_withdrawal,1595.09,Canada,Germany,amex,2189.33,3328.99,40723.89
1054,230560,purchase,1556.54,Canada,Canada,amex,2649.67,5397.25,30696.48
1055,466824,purchase,65.2,Canada,Canada,amex,1060.01,4157.04,31596.95
1056,247979,cash_withdrawal,76.6,USA,USA,mastercard,1187.36,1709.59,32118.28
1057,249849,purchase,73.15,Canada,Canada,mastercard,975.43,3545.33,76204.85
1058,848589,cash_withdrawal,35.77,Mexico,Mexico,amex,519.35,4927.8,53812.83
1059,151745,cash_withdrawal,49.51,USA,USA,amex,905.81,4510.94,45294.31
1060,470608,purchase,92.72,Mexico,Mexico,mastercard,1633.48,5030.87,57841.5
1061,191865,online_payment,1285.85,Canada,Canada,visa,284.38,4809.53,33310.58
1062,998860,purchase,51.97,Mexico,Mexico,amex,824.91,2840.64,44082.71
1063,312890,cash_withdrawal,73.62,Mexico,Mexico,amex,1309.82,4748.97,44428.49
1064,123624,cash_withdrawal,54.4,USA,USA,amex,856.78,4091.76,29384.01
1065,123321,cash_withdrawal,48.29,Mexico,Mexico,visa,947.69,5685.57,41487.62
1066,503704,cash_withdrawal,2949.67,Mexico,Germany,mastercard,4800.49,7071.11,45770.82
1067,909006,cash_withdrawal,65.99,Canada,Canada,visa,1267.85,5243.09,62237.8
1068,274293,online_payment,56.32,Canada,Canada,visa,596.26,5584.97,42860.71
1069,883415,purchase,20.97,Mexico,Mexico,amex,1323.21,3746.11,46086.94
1070,286717,purchase,92.1,USA,USA,visa,1058.45,1652.22,39543.82
1071,480975,cash_withdrawal,1.0,USA,USA,visa,896.72,2377.52,53985.58
1072,283868,purchase,40.02,USA,USA,mastercard,805.35,4054.9,31842.76
1073,759792,purchase,46.23,Canada,Canada,mastercard,849.87,4404.84,53815.13
1074,195257,cash_withdrawal,21.47,Canada,Canada,amex,813.99,4196.48,55903.85
1075,688579,purchase,40.89,USA,USA,amex,1088.71,1778.01,54122.74
1076,310176,cash_withdrawal,949.66,USA,Germany,visa,5937.76,9838.24,19283.42
1077,290471,cash_withdrawal,2164.72,Canada,Australia,visa,7104.48,11887.5,23553.31
1078,572930,cash_withdrawal,47.09,USA,USA,visa,1020.88,2325.29,53018.19
1079,936860,purchase,61.96,USA,USA,amex,606.82,5163.06,21401.79
1080,843091,cash_withdrawal,50.41,USA,USA,visa,1115.1,2116.68,36827.96
1081,618862,purchase,64.17,Canada,Canada,visa,778.34,3959.96,45260.05
1082,575774,cash_withdrawal,38.4,Mexico,Mexico,mastercard,789.18,3812.57,50264.63
1083,735605,online_payment,2253.74,USA,Brazil,amex,2960.64,4500.6,36233.07
1084,239789,online_payment,1009.89,Mexico,Germany,visa,9082.35,11465.89,44287.09
1085,489593,cash_withdrawal,55.28,Mexico,Mexico,mastercard,915.25,3137.62,54107.34
1086,915131,cash_withdrawal,88.17,Canada,Canada,amex,1309.04,6168.49,25852.58
1087,173686,purchase,2179.1,Mexico,India,amex,4932.12,5682.23,29169.12
1088,167661,cash_withdrawal,19.92,Canada,Canada,visa,1332.25,4626.25,69584.68
1089,668535,purchase,6.07,Mexico,Mexico,amex,1103.69,5308.77,31092.59
1090,345121,purchase,54.07,Mexico,Mexico,mastercard,655.54,1732.51,77581.32
1091,772108,cash_withdrawal,62.57,USA,USA,visa,1003.28,3947.99,48453.25
1092,467257,online_payment,63.41,USA,USA,visa,174.53,4212.95,62736.44
1093,366765,cash_withdrawal,39.13,Mexico,Mexico,mastercard,618.25,3641.39,48710.19
1094,246106,cash_withdrawal,30.93,Canada,Canada,visa,937.57,1445.0,48340.87
1095,358930,online_payment,60.26,Canada,Canada,visa,721.26,4859.98,67838.9
1096,760482,online_payment,55.04,Mexico,Mexico,amex,726.47,3297.04,35880.62
1097,904462,purchase,64.49,Canada,Canada,mastercard,738.73,4689.23,52091.23
1098,969270,online_payment,20.01,Canada,Canada,visa,1359.81,6006.98,43952.69
1099,971149,online_payment,29.88,Canada,Canada,amex,1091.12,4863.59,40522.54
1100,548874,purchase,3327.23,Canada,Mexico,amex,3592.33,5951.96,38854.71
1101,662926,cash_withdrawal,48.95,Canada,Canada,amex,635.51,4459.72,64203.57
1102,953499,online_payment,48.71,Mexico,Mexico,mastercard,812.37,1973.59,65442.01
1103,218033,online_payment,1414.09,USA,USA,amex,4121.08,8934.57,39660.87
1104,730265,online_payment,39.96,Mexico,Mexico,visa,996.2,1715.59,53114.86
1105,713157,purchase,64.99,Canada,Canada,mastercard,1171.43,5722.4,35353.6
1106,729474,cash_withdrawal,51.69,Canada,Canada,visa,470.5,4649.87,37308.89
1107,921106,purchase,10.24,Canada,Canada,mastercard,564.79,3129.9,59399.24
1108,266926,cash_withdrawal,82.31,Mexico,Mexico,mastercard,731.06,4911.5,67943.91
1109,670559,online_payment,2098.62,USA,China,visa,2794.05,5003.94,23684.18
1110,960120,online_payment,40.01,Mexico,Mexico,mastercard,907.96,5658.57,25612.38
1111,531734,online_payment,73.78,USA,USA,mastercard,901.66,5299.41,42249.04
1112,473220,online_payment,1813.49,Canada,Germany,visa,6097.78,9485.67,32831.1
1113,765627,purchase,30.0,Canada,Canada,amex,965.27,4679.91,42151.84
1114,321897,purchase,53.57,USA,USA,mastercard,1269.32,4153.26,41587.42
1115,101062,purchase,1.0,Canada,Canada,amex,1278.76,2730.32,48087.38
1116,347736,cash_withdrawal,38.9,Mexico,Mexico,amex,1791.43,4934.68,53877.06
1117,674736,online_payment,87.75,USA,USA,visa,613.35,3532.67,63380.46
1118,195462,cash_withdrawal,115.0,Canada,Canada,mastercard,531.93,3916.4,77819.93
1119,499445,online_payment,39.14,USA,USA,amex,1227.9,1748.6,67259.19
1120,550009,online_payment,15.04,Canada,Canada,amex,1184.26,3637.06,48719.1
1121,870173,cash_withdrawal,25.17,Mexico,Mexico,mastercard,1165.71,3338.87,39820.41
1122,672203,online_payment,46.09,USA,USA,visa,1183.33,2723.43,33006.76
1123,366776,cash_withdrawal,34.05,USA,USA,amex,900.57,2942.43,28696.13
1124,728880,cash_withdrawal,14.88,Canada,Canada,amex,444.07,2373.91,60701.72
1125,758956,purchase,62.77,USA,USA,amex,517.21,5131.85,49433.87
1126,471923,purchase,2308.77,Canada,Brazil,mastercard,8392.92,12764.97,18377.08
1127,499384,online_payment,40.33,USA,USA,mastercard,1470.77,6159.52,38715.67
1128,732387,cash_withdrawal,55.39,USA,USA,mastercard,1872.34,3737.31,60815.98
1129,631849,cash_withdrawal,55.29,Canada,Canada,visa,1417.48,2750.55,48482.43
1130,567010,purchase,2.74,USA,USA,visa,689.0,3418.57,35676.89
1131,706440,cash_withdrawal,22.31,Canada,Canada,visa,1269.23,2692.11,45724.8
1132,749324,online_payment,1.0,USA,USA,visa,1112.01,5568.6,46143.13
1133,486193,purchase,1885.87,Canada,China,mastercard,6348.53,9708.23,31966.88
1134,126734,online_payment,17.67,Mexico,Mexico,visa,1193.11,6002.13,82629.0
1135,126069,online_payment,46.47,USA,USA,visa,1142.88,2505.37,50504.75
1136,835265,purchase,59.55,USA,USA,amex,1062.91,6010.73,53522.18
1137,637198,cash_withdrawal,60.97,Canada,Canada,visa,1040.42,5217.39,57485.04
1138,435623,online_payment,32.72,Mexico,Mexico,visa,1695.21,5931.3,33708.35
1139,570951,online_payment,39.58,USA,USA,amex,1400.12,3860.58,39322.87
1140,181264,online_payment,2246.03,USA,Canada,amex,3652.34,8247.04,33685.1
1141,123275,purchase,87.81,Canada,Canada,mastercard,988.92,2188.08,10000.0
1142,696562,purchase,59.71,Mexico,Mexico,visa,1484.59,2812.12,80456.24
1143,574665,purchase,31.69,Canada,Canada,mastercard,727.75,4460.89,49465.42
1144,462920,purchase,33.89,Mexico,Mexico,visa,362.36,3990.45,49584.95
1145,291076,cash_withdrawal,121.09,Mexico,Mexico,amex,1166.3,4651.62,32716.71
1146,294053,cash_withdrawal,47.7,USA,USA,mastercard,1048.18,4025.03,49727.5
1147,809913,online_payment,31.88,Canada,Canada,amex,695.6,2580.67,54011.57
1148,672735,purchase,31.38,USA,USA,visa,1214.45,5413.96,22128.12
1149,699991,cash_withdrawal,42.3,Mexico,Mexico,amex,1208.21,5300.49,69231.63
1150,962522,online_payment,36.32,USA,USA,mastercard,1041.48,3694.1,55468.07
1151,903692,online_payment,1191.81,Mexico,Mexico,amex,3400.65,7958.19,48813.04
1152,212581,purchase,57.33,Mexico,Mexico,amex,1067.73,4143.02,43185.81
1153,365956,cash_withdrawal,40.64,Canada,Canada,mastercard,951.33,2511.29,38247.68
1154,521240,cash_withdrawal,970.44,Canada,Canada,amex,3155.83,4542.41,31812.71
1155,814016,online_payment,63.39,Canada,Canada,visa,1548.55,2514.17,74827.07
1156,216421,cash_withdrawal,4.85,Mexico,Mexico,mastercard,674.57,4422.87,61596.98
1157,625893,online_payment,19.92,USA,USA,amex,949.86,3289.07,31239.05
1158,564374,purchase,53.1,USA,USA,visa,1147.75,5110.89,42939.9
1159,172303,cash_withdrawal,13.04,Mexico,Mexico,mastercard,1289.7,2348.08,26876.51
1160,258211,online_payment,27.42,Canada,Canada,mastercard,669.01,2165.53,53726.94
1161,287210,online_payment,85.72,Mexico,Mexico,visa,2012.99,3870.38,39142.82
1162,886237,purchase,64.82,USA,USA,amex,1297.49,5158.31,59015.79
1163,962557,purchase,62.74,Mexico,Mexico,amex,1182.37,3622.38,67366.45
1164,244990,purchase,68.84,Mexico,Mexico,mastercard,1070.69,4211.65,65819.77
1165,258518,cash_withdrawal,73.61,Mexico,Mexico,amex,1163.14,2391.58,63270.59
1166,224040,purchase,45.6,Mexico,Mexico,visa,682.36,3838.79,33598.39
1167,768406,cash_withdrawal,23.75,Canada,Canada,mastercard,1080.77,5844.8,50643.61
1168,623138,purchase,49.93,USA,USA,amex,1041.7,4571.54,38697.7
1169,518034,online_payment,71.38,Mexico,Mexico,visa,1400.12,4625.43,57567.44
1170,856254,purchase,36.05,USA,USA,amex,928.66,3164.02,43837.14
1171,890756,online_payment,18.41,Mexico,Mexico,amex,869.57,2607.25,33675.95
1172,962755,purchase,104.26,Mexico,Mexico,visa,901.59,3093.53,61976.55
1173,895543,cash_withdrawal,79.93,Canada,Canada,visa,1059.41,5747.81,45587.27
1174,640677,online_payment,2441.15,USA,Australia,mastercard,2158.8,5025.21,28796.69
1175,746465,online_payment,29.99,Canada,Canada,amex,1163.36,6007.96,50010.55
1176,403571,cash_withdrawal,43.89,Canada,Canada,visa,2244.37,3824.65,37653.5
1177,784106,purchase,1.0,Mexico,Mexico,mastercard,589.76,4826.93,66113.77
1178,222883,purchase,74.84,Mexico,Mexico,amex,924.88,1776.01,42525.16
1179,843246,cash_withdrawal,66.85,Canada,Canada,visa,471.16,2287.78,25978.4
1180,862501,purchase,33.37,Mexico,Mexico,amex,901.43,4817.89,48374.98
1181,487952,cash_withdrawal,67.37,Canada,Canada,mastercard,1299.24,4080.86,48098.05
1182,212221,purchase,3178.8,USA,Australia,visa,7800.21,11223.43,37527.09
1183,899666,purchase,40.37,USA,USA,visa,541.27,2053.69,55468.67
1184,360669,purchase,42.96,Canada,Canada,mastercard,441.45,3291.74,52180.31
1185,859224,cash_withdrawal,73.96,Canada,Canada,mastercard,615.23,2660.22,62158.92
1186,939873,cash_withdrawal,1544.88,Canada,Germany,visa,2786.38,4889.29,28948.97
1187,625134,online_payment,71.04,USA,USA,mastercard,1068.61,5900.18,42739.67
1188,635242,cash_withdrawal,20.84,Mexico,Mexico,visa,1008.54,5450.0,49470.07
1189,441383,online_payment,2579.24,USA,Mexico,amex,7431.32,9430.39,38621.11
1190,344761,online_payment,53.73,USA,USA,mastercard,837.61,1414.25,46578.43
1191,932946,purchase,22.01,Mexico,Mexico,amex,1348.61,2712.54,59953.41
1192,974668,purchase,34.81,Canada,Canada,mastercard,469.19,2796.02,38023.07
1193,984011,online_payment,65.77,USA,USA,visa,676.38,2626.82,34989.6
1194,237541,online_payment,42.93,USA,USA,mastercard,823.09,5627.24,48449.75
1195,928533,cash_withdrawal,64.8,Mexico,Mexico,amex,994.25,3888.11,21559.97
1196,164323,online_payment,25.82,Mexico,Mexico,mastercard,1074.72,6073.92,41867.44
1197,716210,purchase,31.49,Canada,Canada,visa,850.06,2295.53,51359.9
1198,289139,online_payment,1.0,USA,USA,amex,783.95,4910.44,51060.46
1199,280448,cash_withdrawal,68.96,USA,USA,mastercard,1376.5,5105.15,43837.5
1200,800947,purchase,55.79,USA,USA,visa,790.0,4125.95,73228.14
1201,335659,online_payment,59.44,Mexico,Mexico,amex,685.71,2963.41,52823.63
1202,489678,online_payment,35.91,USA,USA,mastercard,324.7,825.6,28551.95
1203,954016,purchase,7.54,Canada,Canada,visa,913.32,4189.51,72937.79
1204,204537,cash_withdrawal,43.11,Mexico,Mexico,visa,1036.54,1745.97,62613.09
1205,964909,cash_withdrawal,21.74,Canada,Canada,amex,1350.51,4714.15,24361.13
1206,341983,purchase,61.44,Mexico,Mexico,amex,908.81,2750.33,59251.65
1207,666821,purchase,2231.56,USA,UK,amex,2153.33,5526.89,31307.44
1208,888260,online_payment,63.53,Canada,Canada,visa,1083.67,3519.41,97019.98
1209,101917,online_payment,45.9,USA,USA,amex,1093.65,2824.73,38806.37
1210,382762,purchase,51.39,Canada,Canada,mastercard,856.15,3468.76,53848.08
1211,656542,cash_withdrawal,35.61,Canada,Canada,amex,859.68,1940.42,73585.68
1212,886275,online_payment,31.52,Canada,Canada,mastercard,1350.06,5113.43,51251.6
1213,467436,purchase,31.35,Canada,Canada,mastercard,1348.37,4390.04,36834.55
1214,609930,cash_withdrawal,1602.48,Canada,Canada,amex,4051.97,4961.29,30410.06
1215,671650,cash_withdrawal,62.31,Mexico,Mexico,mastercard,1721.96,5081.31,14141.63
1216,382272,online_payment,59.99,Mexico,Mexico,visa,682.14,1932.71,15221.13
1217,485925,online_payment,74.6,USA,USA,visa,726.18,4143.73,42031.83
1218,866641,cash_withdrawal,77.99,Canada,Canada,amex,861.55,4112.71,55771.26
1219,814743,purchase,1040.71,Canada,Canada,mastercard,4162.7,7925.46,60700.38
1220,689833,online_payment,95.58,Canada,Canada,mastercard,1053.9,2314.32,64292.28
1221,182180,cash_withdrawal,58.73,Canada,Canada,amex,616.02,2533.07,58255.89
1222,712246,cash_withdrawal,36.28,Mexico,Mexico,mastercard,1292.89,3340.56,52238.54
1223,503081,cash_withdrawal,39.29,Canada,Canada,amex,615.07,5443.11,43532.3
1224,401953,online_payment,38.29,Canada,Canada,amex,1040.16,4003.71,48990.98
1225,478892,cash_withdrawal,1.0,Mexico,Mexico,mastercard,740.99,2810.24,41348.78
1226,105287,cash_withdrawal,16.04,USA,USA,mastercard,1178.96,3501.14,74841.72
1227,357665,online_payment,61.83,Canada,Canada,visa,1330.66,4365.21,40232.36
1228,108512,purchase,56.06,Mexico,Mexico,visa,927.82,4727.98,61973.16
1229,756702,cash_withdrawal,21.42,Canada,Canada,amex,1093.79,1703.97,59078.77
1230,556292,online_payment,28.3,USA,USA,amex,1470.56,2706.09,43712.99
1231,208872,cash_withdrawal,53.63,Mexico,Mexico,visa,1374.22,2086.79,47552.87
1232,872042,purchase,21.01,USA,USA,mastercard,407.64,3446.14,61101.76
1233,193070,cash_withdrawal,52.81,Canada,Canada,visa,1717.56,4365.69,66303.73
1234,704055,cash_withdrawal,26.72,Mexico,Mexico,amex,374.77,3392.25,46975.26
1235,722117,purchase,50.06,USA,USA,mastercard,988.76,5383.55,47825.76
1236,529474,purchase,1918.46,USA,Mexico,mastercard,6957.25,10365.09,32866.88
1237,142078,purchase,91.01,Canada,Canada,mastercard,1065.26,1575.36,78985.64
1238,468432,cash_withdrawal,85.69,Mexico,Mexico,mastercard,903.2,2796.6,52227.97
1239,707812,purchase,52.74,USA,USA,mastercard,1073.9,1837.78,53233.57
1240,327645,purchase,47.25,USA,USA,visa,1360.19,5326.71,58428.96
1241,636507,online_payment,66.15,Canada,Canada,mastercard,1233.75,5653.61,24917.43
1242,886667,cash_withdrawal,3083.87,Mexico,UK,visa,3465.78,7193.45,20951.13
1243,405073,online_payment,67.06,Mexico,Mexico,mastercard,1189.6,5259.45,21274.32
1244,227309,cash_withdrawal,1553.81,USA,Germany,amex,5165.54,6548.4,25681.89
1245,429588,purchase,79.12,Mexico,Mexico,visa,1081.87,5765.46,42875.09
1246,763927,online_payment,46.87,Canada,Canada,amex,562.81,1535.43,56351.87
1247,988266,purchase,47.32,Canada,Canada,visa,1342.76,4734.69,74384.72
1248,564008,cash_withdrawal,54.9,Canada,Canada,amex,874.8,4622.7,36136.43
1249,820801,online_payment,31.85,Canada,Canada,amex,1089.76,5647.24,47250.25
1250,446699,online_payment,1124.99,Canada,Brazil,visa,4265.73,9020.25,20647.08
1251,435842,cash_withdrawal,1947.66,Mexico,Australia,amex,5693.54,9822.34,38267.44
1252,486594,purchase,1360.97,Canada,Australia,visa,3666.89,6704.99,38741.7
1253,872608,purchase,80.71,Mexico,Mexico,mastercard,785.51,4548.63,47982.34
1254,760775,online_payment,22.83,USA,USA,amex,708.28,4981.83,82004.68
1255,791519,online_payment,48.13,Mexico,Mexico,mastercard,725.66,3352.35,41723.86
1256,143925,purchase,52.74,USA,USA,mastercard,920.98,3398.7,45502.98
1257,237023,purchase,81.51,USA,USA,visa,942.45,1575.58,41402.6
1258,187388,cash_withdrawal,88.64,Mexico,Mexico,amex,1359.51,3398.2,64717.22
1259,632295,online_payment,70.81,Canada,Canada,visa,680.39,4272.97,59016.99
1260,357802,cash_withdrawal,73.01,USA,USA,amex,1499.81,5867.47,44340.13
1261,535048,purchase,92.43,USA,USA,amex,865.46,5484.99,50332.85
1262,158596,cash_withdrawal,84.08,Mexico,Mexico,visa,1092.95,4215.31,60186.8
1263,451005,online_payment,64.37,Canada,Canada,visa,798.73,5315.9,71238.66
1264,879554,purchase,75.03,Mexico,Mexico,mastercard,982.17,5379.73,75287.89
1265,973172,purchase,16.99,Mexico,Mexico,amex,1311.12,3987.79,48907.9
1266,639812,online_payment,9.83,Canada,Canada,mastercard,751.56,4905.76,63756.66
1267,622244,cash_withdrawal,68.6,Canada,Canada,visa,787.54,5632.5,65553.27
1268,512498,cash_withdrawal,24.24,Mexico,Mexico,mastercard,901.31,4436.24,65088.21
1269,779290,online_payment,53.06,Mexico,Mexico,visa,1241.85,5027.36,34579.56
1270,599097,cash_withdrawal,38.92,USA,USA,amex,1087.26,5166.49,40241.87
1271,749789,online_payment,93.03,USA,USA,amex,762.48,3225.29,39440.09
1272,907043,online_payment,38.22,Mexico,Mexico,mastercard,1075.05,3733.55,52339.6
1273,248056,cash_withdrawal,58.83,Canada,Canada,mastercard,870.45,1665.88,25672.01
1274,114060,cash_withdrawal,8.11,Mexico,Mexico,mastercard,796.87,4185.69,27250.13
1275,838345,online_payment,72.55,Mexico,Mexico,mastercard,868.83,3017.21,39308.33
1276,577272,online_payment,50.16,Mexico,Mexico,mastercard,1052.69,5309.53,50322.61
1277,618545,online_payment,5.83,Mexico,Mexico,visa,783.9,3509.22,56886.93
1278,929735,purchase,64.03,USA,USA,mastercard,663.26,2689.4,27930.22
1279,290279,cash_withdrawal,74.97,Canada,Canada,amex,126.54,2748.59,59644.9
1280,830406,cash_withdrawal,50.7,USA,USA,mastercard,1200.61,5556.02,42350.39
1281,784647,online_payment,29.24,Canada,Canada,amex,442.73,3113.15,59852.99
1282,139711,purchase,43.81,Mexico,Mexico,mastercard,728.42,2619.39,66921.88
1283,243026,purchase,2088.92,USA,China,visa,3772.54,4926.78,10227.98
1284,435484,purchase,75.68,Canada,Canada,mastercard,982.7,5453.73,52628.78
1285,565317,purchase,28.35,Mexico,Mexico,mastercard,1083.62,4357.4,39018.37
1286,318134,purchase,36.08,Canada,Canada,amex,1187.2,2124.02,37645.57
1287,202974,cash_withdrawal,103.99,Canada,Canada,visa,1099.04,2314.12,45752.45
